"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"KIRK","Kirkland&#39;s, Inc.","17.36","247477146.56","n/a","2002","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/kirk",
"KRBP","Kiromic BioPharma, Inc.","9","65996991","n/a","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/krbp",
"KSMT","Kismet Acquisition One Corp","9.87","313372500","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ksmt",
"KSMTU","Kismet Acquisition One Corp","10.16","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ksmtu",
"KSMTW","Kismet Acquisition One Corp","1","0","n/a","n/a","Finance","Business Services","https://old.nasdaq.com/symbol/ksmtw",
"KRG","Kite Realty Group Trust","15.16","1276526090.88","n/a","2004","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/krg",
"KTOV","Kitov Pharma Ltd.","4.18","65440374.56","15655592","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ktov",
"KKR","KKR & Co. Inc.","39.15","22283753108.4","n/a","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/kkr",
"KKR^A","KKR & Co. Inc.","26.62","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kkr^a",
"KKR^B","KKR & Co. Inc.","26.73","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kkr^b",
"KKR^C","KKR & Co. Inc.","57.48","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kkr^c",
"KIO","KKR Income Opportunities Fund","14.51","295137970.65","n/a","2013","n/a","n/a","https://old.nasdaq.com/symbol/kio",
"KREF","KKR Real Estate Finance Trust Inc.","18.42","1024509863.76","n/a","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/kref",
"KLAC","KLA Corporation ","256.49","39617398462.33","n/a","1980","Capital Goods","Electronic Components","https://old.nasdaq.com/symbol/klac",
"KLXE","KLX Energy Services Holdings, Inc. ","7.23","60742845","n/a","n/a","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/klxe",
"KNX","Knight Transportation, Inc.","41.66","7075181831.42","n/a","2017","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/knx",
"KNL","Knoll, Inc.","15.12","766312641.36","n/a","2004","Consumer Durables","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/knl",
"KNOP","KNOT Offshore Partners LP","15.32","500873520.08","n/a","2013","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/knop",
"KN","Knowles Corporation","17.59","1612541737.43","n/a","2014","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/kn",
"KOD","Kodiak Sciences Inc","124.11","6301768279.59","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/kod",
"KSS","Kohl&#39;s Corporation","39.67","6254070509.65","n/a","1992","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/kss",
"PHG","Koninklijke Philips N.V.","51.57","46901471040","n/a","n/a","Energy","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/phg",
"KTB","Kontoor Brands, Inc.","46.09","2636595503.3","n/a","2019","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/ktb",
"KOPN","Kopin Corporation","1.74","147992289.6","n/a","1992","Technology","Semiconductors","https://old.nasdaq.com/symbol/kopn",
"KOP","Koppers Holdings Inc.","27.99","589621021.83","n/a","2006","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/kop",
"KEP","Korea Electric Power Corporation","10.03","12877799384.62","n/a","1994","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/kep",
"KF","Korea Fund, Inc. (The)","38.7145","194781127.9755","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kf",
"KFY","Korn Ferry ","41.44","2270130317.28","n/a","1999","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/kfy",
"KRNT","Kornit Digital Ltd.","86.5","3916540772","n/a","2015","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/krnt",
"KOS","Kosmos Energy Ltd.","1.97","798746444.56","n/a","2011","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/kos",
"KOSS","Koss Corporation","2.5","18512077.5","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/koss",
"KWEB","KraneShares Trust KraneShares CSI China Internet ETF","75.75","257550000","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kweb",
"KRA","Kraton Corporation","28.94","922372641.3","n/a","2009","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/kra",
"KTOS","Kratos Defense & Security Solutions, Inc.","23.72","2911775356.16","n/a","n/a","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/ktos",
"KR","Kroger Company (The)","31.21","23906860000","n/a","n/a","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/kr",
"KRON","Kronos Bio, Inc.","30.94","1733676613.76","n/a","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kron",
"KRO","Kronos Worldwide Inc","14.78","1707721357.26","n/a","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/kro",
"KRYS","Krystal Biotech, Inc.","54.88","1081554185.6","n/a","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/krys",
"KT","KT Corporation","11.16","5476703598","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/kt",
"KBNT","Kubient, Inc.","7.7","58992010","n/a","2020","Technology","EDP Services","https://old.nasdaq.com/symbol/kbnt",
"KBNTW","Kubient, Inc.","2.32","0","n/a","2020","Technology","EDP Services","https://old.nasdaq.com/symbol/kbntw",
"KLIC","Kulicke and Soffa Industries, Inc.","32.44","2012231594.96","n/a","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/klic",
"KURA","Kura Oncology, Inc.","38.37","2175889374.93","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kura",
"KRUS","Kura Sushi USA, Inc.","18.35","153081608.7","n/a","2019","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/krus",
"KVHI","KVH Industries, Inc.","10.69","195655424.71","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/kvhi",
"KYMR","Kymera Therapeutics, Inc.","55.66","2474584656.06","n/a","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/kymr",
"LB","L Brands, Inc.","41.58","11563754049.54","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/lb",
"LNFA.U","L&amp;F Acquisition Corp.","n/a","0","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/lnfa.u",
"FSTR","L.B. Foster Company","14.99","161080381.44","n/a","n/a","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/fstr",
"SCX","L.S. Starrett Company (The)","4.27","30257284.05","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/scx",
"LHX","L3Harris Technologies, Inc.","188.3","39564096567.1","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lhx",
"LJPC","La Jolla Pharmaceutical Company","4.53","124036813.35","n/a","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/ljpc",
"LH","Laboratory Corporation of America Holdings","202.37","19710838000","n/a","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/lh",
"LADR","Ladder Capital Corp","9.66","1161783634.62","n/a","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ladr",
"LSF","Laird Superfood, Inc.","43","381620270","n/a","2020","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/lsf",
"LAIX","LAIX Inc.","1.47","72635982.51","n/a","2018","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/laix",
"LSBK","Lake Shore Bancorp, Inc.","13.25","77221636","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/lsbk",
"LBAI","Lakeland Bancorp, Inc.","12.75","643477646.25","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/lbai",
"LKFN","Lakeland Financial Corporation","52.81","1357925076.48","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/lkfn",
"LAKE","Lakeland Industries, Inc.","21.47","171328495.94","n/a","1986","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/lake",
"LRCX","Lam Research Corporation","493.83","71116073112.6","n/a","1984","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lrcx",
"LAMR","Lamar Advertising Company","79.02","7969013069.04","n/a","1996","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/lamr",
"LW","Lamb Weston Holdings, Inc.","77.4","11326643398.8","n/a","2016","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/lw",
"LANC","Lancaster Colony Corporation","173.92","4789582880","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/lanc",
"LCA","Landcadia Holdings II, Inc.","23","909218750","n/a","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/lca",
"LCAHU","Landcadia Holdings II, Inc.","25.34","0","n/a","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/lcahu",
"LCAHW","Landcadia Holdings II, Inc.","8.3699","0","n/a","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/lcahw",
"LCY","Landcadia Holdings III, Inc.","9.95","640531250","n/a","2020","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/lcy",
"LCYAU","Landcadia Holdings III, Inc.","10.55","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/lcyau",
"LCYAW","Landcadia Holdings III, Inc.","1.46","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/lcyaw",
"LNDC","Landec Corporation","11.7","342130101.3","n/a","1996","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/lndc",
"LARK","Landmark Bancorp Inc.","23.62","111877003.94","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/lark",
"LMRK","Landmark Infrastructure Partners LP","10.98","279748901.16","n/a","2014","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/lmrk",
"LMRKN","Landmark Infrastructure Partners LP","25.13","0","n/a","n/a","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/lmrkn",
"LMRKO","Landmark Infrastructure Partners LP","25.08","0","n/a","n/a","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/lmrko",
"LMRKP","Landmark Infrastructure Partners LP","25.6","0","n/a","n/a","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/lmrkp",
"LE","Lands&#39; End, Inc.","20.03","653133372.71","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/le",
"LSTR","Landstar System, Inc.","139.38","5349931117.02","n/a","1993","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/lstr",
"LCI","Lannett Co Inc","6.85","285135606.6","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lci",
"LTRN","Lantern Pharma Inc.","15.17","94320643.09","n/a","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ltrn",
"LNTH","Lantheus Holdings, Inc.","14.78","988358626.9","n/a","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/lnth",
"LTRX","Lantronix, Inc.","5.04","144098584.56","n/a","2000","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/ltrx",
"LPI","Laredo Petroleum, Inc.","19.21","230593113.26","n/a","2011","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/lpi",
"LRMR","Larimar Therapeutics, Inc.","22.34","343057642.04","n/a","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lrmr",
"LVS","Las Vegas Sands Corp.","57.99","44294393084.73","n/a","2004","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/lvs",
"LSCC","Lattice Semiconductor Corporation","41.53","5654553281.1","n/a","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/lscc",
"LAUR","Laureate Education, Inc.","14.74","3096468989.02","n/a","2017","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/laur",
"LAWS","Lawson Products, Inc.","49.9","450613317.3","n/a","n/a","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/laws",
"LGI","Lazard Global Total Return and Income Fund","17.45","227018584.45","n/a","2004","n/a","n/a","https://old.nasdaq.com/symbol/lgi",
"LAZ","Lazard Ltd.","40.96","4302109204.48","n/a","2005","Finance","Investment Managers","https://old.nasdaq.com/symbol/laz",
"LZB","La-Z-Boy Incorporated","38.36","1770090859.88","n/a","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/lzb",
"LAZY","Lazydays Holdings, Inc.","14.22","134405321.22","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/lazy",
"LCII","LCI Industries ","129.6","3259982116.8","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/lcii",
"LCNB","LCNB Corporation","14.97","192793689.9","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/lcnb",
"LEAF","Leaf Group Ltd.","5.6","153384358.4","n/a","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/leaf",
"LPTX","LEAP THERAPEUTICS, INC.","1.84","109770245.28","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lptx",
"LEA","Lear Corporation","158.64","9524552693.76","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/lea",
"LEE","Lee Enterprises, Incorporated","1.16","67695957.44","n/a","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/lee",
"LFTRU","Lefteris Acquisition Corp.","10.13","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/lftru",
"LEGH","Legacy Housing Corporation","14.72","356108551.04","n/a","2018","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/legh",
"LEGO","Legato Merger Corp.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lego",
"LEGOU","Legato Merger Corp.","n/a","0","n/a","n/a","Finance","Business Services","https://old.nasdaq.com/symbol/legou",
"LEGN","Legend Biotech Corporation","28.28","603647968.56","21345402","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/legn",
"INFR","Legg Mason Global Infrastructure ETF","29.6658","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/infr",
"LVHD","Legg Mason Low Volatility High Dividend ETF","32.87","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lvhd",
"SQLV","Legg Mason Small-Cap Quality Value ETF","28.9797","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sqlv",
"LEG","Leggett & Platt, Incorporated","41.76","5533989890.4","n/a","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/leg",
"JBK","Lehman ABS Corporation","29.5","0","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/jbk",
"KTH","Lehman ABS Corporation","34","0","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/kth",
"KTN","Lehman ABS Corporation","34.355","0","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/ktn",
"LDOS","Leidos Holdings, Inc.","104.11","14817037331.91","n/a","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/ldos",
"LACQ","Leisure Acquisition Corp.","10.5861","66293154.0663","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/lacq",
"LACQU","Leisure Acquisition Corp.","12.6","0","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/lacqu",
"LACQW","Leisure Acquisition Corp.","0.7699","0","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/lacqw",
"LEJU","Leju Holdings Limited","2.37","323039740.56","n/a","2014","Finance","Real Estate","https://old.nasdaq.com/symbol/leju",
"LMAT","LeMaitre Vascular, Inc.","35.98","731904620.3","n/a","2006","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/lmat",
"LMND","Lemonade, Inc.","87.39","4945446329.31","n/a","2020","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/lmnd",
"LC","LendingClub Corporation","9.01","704876572.94","n/a","2014","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/lc",
"TREE","LendingTree, Inc.","266.25","3495107148.75","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/tree",
"LEN","Lennar Corporation","72.39","22639025132.07","n/a","n/a","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/len",
"LEN.B","Lennar Corporation","n/a","0","n/a","n/a","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/len.b",
"LII","Lennox International, Inc.","286.06","10953065477.94","n/a","1999","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lii",
"LNSR","LENSAR, Inc.","8.71","92664113.49","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/lnsr",
"LESL","Leslie&#39;s, Inc.","20.39","3804900988.92","n/a","2020","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/lesl",
"LEVL","Level One Bancorp, Inc.","20.92","161802016.24","n/a","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/levl",
"LEVLP","Level One Bancorp, Inc.","26.75","0","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/levlp",
"LEVI","Levi Strauss & Co","20.25","8042947791.75","n/a","2019","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/levi",
"LXRX","Lexicon Pharmaceuticals, Inc.","2.9","340676943.2","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lxrx",
"LX","LexinFintech Holdings Ltd.","6.51","700912443.42","107667042","2017","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/lx",
